rating;user;place
2;Wyatt Molina;Bendung Lepen
5;Wyatt Molina;Tugu Muda Semarang
2;Wyatt Molina;Museum Perangko
1;Wyatt Molina;Monumen Batik Yogyakarta
2;Wyatt Molina;Taman Kunang-Kunang
4;Wyatt Molina;Masjid Muhammad Cheng Hoo
4;Wyatt Molina;Gereja Tiberias Indonesia Bandung
2;Wyatt Molina;Pantai Drini
4;Wyatt Molina;Candi Ratu Boko
2;Wyatt Molina;Museum Mandala Wangsit Siliwangi
4;Wyatt Molina;Kampung Cina
1;Wyatt Molina;Museum Kereta Ambarawa
3;Wyatt Molina;Alun-alun Utara Keraton Yogyakarta
2;Wyatt Molina;Monumen Tugu Pahlawan
5;Wyatt Molina;Bukit Wisata Pulepayung
3;Wyatt Molina;Kampung Wisata Kadipaten
5;Wyatt Molina;Rainbow Garden
2;Wyatt Molina;Taman Ekspresi Dan Perpustakaan
4;Wyatt Molina;Wisata Kuliner Pecenongan
5;Wyatt Molina;Museum Kereta Ambarawa
2;Elvin Mcclain;Gua Belanda
1;Elvin Mcclain;Taman Pintar Yogyakarta
1;Elvin Mcclain;Museum Barli
4;Elvin Mcclain;Klenteng Jin De Yuan
5;Elvin Mcclain;Curug Cimahi
5;Elvin Mcclain;Lava Bantal
3;Elvin Mcclain;Umbul Sidomukti
4;Elvin Mcclain;Museum Wayang
1;Elvin Mcclain;Curug Cilengkrang
3;Elvin Mcclain;Kampung Wisata Dipowinatan
1;Elvin Mcclain;Museum Sasmita Loka Ahmad Yani
3;Elvin Mcclain;Masjid Salman ITB
1;Elvin Mcclain;Chingu Cafe Little Seoul
3;Elvin Mcclain;Museum Mpu Tantular
1;Elvin Mcclain;Tugu Pal Putih Jogja
2;Elvin Mcclain;Patung Sura dan Buaya
5;Elvin Mcclain;GPIB Immanuel Semarang (Gereja Blenduk)
2;Elvin Mcclain;Tektona Waterpark
1;Elvin Mcclain;Bukit Bintang
2;Elvin Mcclain;Museum Bahari Jakarta
3;Elvin Mcclain;Pantai Ngobaran
1;Elvin Mcclain;Air Terjun Semirang
1;Elvin Mcclain;Watu Mabur Mangunan
5;Elvin Mcclain;Watu Lumbung
1;Elvin Mcclain;Museum Mpu Tantular
4;Elvin Mcclain;Pantai Ngandong
4;Elvin Mcclain;Taman Pelangi Yogyakarta
3;Elvin Mcclain;Masjid Muhammad Cheng Hoo
5;Elvin Mcclain;Pelabuhan Marina
1;Elvin Mcclain;NuArt Sculpture Park
3;Kimberly Logan;Observatorium Bosscha
1;Kimberly Logan;Taman Bunga Cihideung
4;Kimberly Logan;Candi Ratu Boko
5;Kimberly Logan;Museum Fatahillah
5;Kimberly Logan;Museum Nasional
5;Kimberly Logan;Sumur Gumuling
2;Kimberly Logan;Pantai Timang
4;Kimberly Logan;Monumen Jalesveva Jayamahe
4;Kimberly Logan;Pantai Nguluran
3;Kimberly Logan;Jendela Alam
1;Kimberly Logan;Pantai Ngandong
4;Kimberly Logan;Desa Wisata Sungai Code Jogja Kota
1;Kimberly Logan;Istana Negara Republik Indonesia
5;Kimberly Logan;Teras Cikapundung BBWS
4;Kimberly Logan;Pantai Wediombo
1;Kimberly Logan;Pantai Ngobaran
5;Kimberly Logan;Curug Cilengkrang
1;Kimberly Logan;Bukit Wisata Pulepayung
3;Kimberly Logan;Kenjeran Park
4;Kimberly Logan;Wisata Eling Bening
1;Kimberly Logan;Curug Cipanas
1;Kimberly Logan;Chingu Cafe Little Seoul
3;Kimberly Logan;Pantai Kesirat
1;Kimberly Logan;Curug Cilengkrang
3;Kimberly Logan;Glamping Lakeside Rancabali
2;Kimberly Logan;Masjid Al-Imtizaj
3;Kimberly Logan;Galaxy Waterpark Jogja
1;Kimberly Logan;Gereja Perawan Maria Tak Berdosa Surabaya
2;Jared Stanton;Ocean Ecopark
4;Jared Stanton;Watu Gunung Ungaran
2;Jared Stanton;Cibubur Garden Diary (Cibugary)
4;Jared Stanton;Taman Harmoni Keputih
2;Jared Stanton;Pantai Jogan
5;Jared Stanton;Upside Down World Bandung
4;Jared Stanton;Taman Kasmaran
3;Jared Stanton;NuArt Sculpture Park
5;Jared Stanton;Curug Malela
3;Jared Stanton;Babakan Siliwangi City Forest Path Bandung
4;Jared Stanton;Sindu Kusuma Edupark (SKE)
1;Jared Stanton;The World Landmarks - Merapi Park Yogyakarta
5;Jared Stanton;Desa Wisata Kelor
3;Jared Stanton;Taman Film
1;Jared Stanton;Flower Farm Setiya Aji
4;Jared Stanton;Taman Legenda Keong Emas
1;Jared Stanton;Plaza Indonesia
5;Jared Stanton;Ledok Sambi
1;Jared Stanton;Patung Buddha Empat Rupa
4;Jared Stanton;Taman Pandanaran
2;Jared Stanton;Masjid Al-Imtizaj
4;Jared Stanton;Desa Wisata Gamplong
5;Jared Stanton;Candi Ratu Boko
1;Jared Stanton;Sindu Kusuma Edupark (SKE)
2;Jared Stanton;Pelabuhan Marina
5;Jared Stanton;Desa Wisata Pulesari
3;Jared Stanton;Hutan Pinus Asri
1;Frieda Sexton;Taman Bunga Celosia
2;Frieda Sexton;Jembatan Merah
2;Frieda Sexton;Goa Pindul
1;Frieda Sexton;Taman Pandanaran
5;Frieda Sexton;Jembatan Merah
3;Frieda Sexton;Desa Wisata Pulesari
3;Frieda Sexton;Tugu Proklamasi
1;Frieda Sexton;Kampoeng Kopi Banaran
1;Frieda Sexton;Taman Ekspresi Dan Perpustakaan
4;Frieda Sexton;Candi Ratu Boko
4;Frieda Sexton;Waterboom PIK (Pantai Indah Kapuk)
3;Frieda Sexton;Taman Mundu
4;Frieda Sexton;Jogja Bay Pirates Adventure Waterpark
3;Frieda Sexton;Museum Sumpah Pemuda
5;Frieda Sexton;Pantai Parangtritis
4;Frieda Sexton;Jogja Exotarium
2;Frieda Sexton;Jembatan Pasupati
5;Frieda Sexton;The Lodge Maribaya
2;Frieda Sexton;Curug Anom
4;Frieda Sexton;Jembatan Biru Ambarawa
1;Frieda Sexton;Taman Jomblo
2;Frieda Sexton;Kebun Binatang Bandung
2;Frieda Sexton;Sungai Palayangan
4;Frieda Sexton;Museum Fatahillah
5;Frieda Sexton;Bunker Kaliadem Merapi
4;Frieda Sexton;Hutan Kota Srengseng
5;Frieda Sexton;Hutan Mangrove Kulon Progo
3;Frieda Sexton;Pintoe Langit Dahromo
1;Frieda Sexton;Monumen Kapal Selam
5;Frieda Sexton;Museum Nike Ardilla
3;Frieda Sexton;Taman Badak
5;Frieda Sexton;Taman Pelangi Yogyakarta
3;Frieda Sexton;Pantai Ria Kenjeran
3;Frieda Sexton;Monumen Sanapati
5;Genevieve Lindsey;Tektona Waterpark
2;Genevieve Lindsey;Pantai Parangtritis
5;Genevieve Lindsey;Museum Nike Ardilla
4;Genevieve Lindsey;Museum Gunung Merapi
4;Genevieve Lindsey;Galeri Nasional Indonesia
4;Genevieve Lindsey;Durian Gardens and Tourism Education Watu Simbar
5;Genevieve Lindsey;Museum TNI AL Loka Jala Crana
3;Genevieve Lindsey;Pesona Nirwana Waterpark & Cottages
2;Genevieve Lindsey;Taman Kasmaran
4;Genevieve Lindsey;Masjid Salman ITB
1;Genevieve Lindsey;Pantai Pulang Sawal
3;Genevieve Lindsey;Blue Lagoon Jogja
4;Genevieve Lindsey;Gua Pawon
5;Genevieve Lindsey;Kampung Korea Bandung
2;Genevieve Lindsey;Taman Bunga Cihideung
3;Genevieve Lindsey;Situs Warungboto
5;Genevieve Lindsey;Selasar Sunaryo Art Space
2;Genevieve Lindsey;Kampung Cina
4;Genevieve Lindsey;Rumah Sipitung
4;Genevieve Lindsey;Gua Pawon
3;Genevieve Lindsey;Pantai Jungwok
5;Genevieve Lindsey;Museum Pendidikan Nasional
4;Genevieve Lindsey;Museum Basoeki Abdullah
2;Genevieve Lindsey;Hutan Mangrove Kulon Progo
1;Genevieve Lindsey;Selasar Sunaryo Art Space
4;Genevieve Lindsey;Jembatan Biru Ambarawa
2;Genevieve Lindsey;Water Park Bandung Indah
4;Genevieve Lindsey;Waterboom PIK (Pantai Indah Kapuk)
2;Genevieve Lindsey;Stone Garden Citatah
3;Genevieve Lindsey;Desa Wisata Rumah Domes/Teletubbies
2;Genevieve Lindsey;Pulau Semak Daun
2;Genevieve Lindsey;Grand Maerakaca
3;Genevieve Lindsey;Taman Suropati
1;Genevieve Lindsey;Goa Rancang Kencono
1;Genevieve Lindsey;Bukit Panguk Kediwung
3;Ethan Ashley;Sumur Gumuling
5;Ethan Ashley;Alun-Alun Kota Bandung
4;Ethan Ashley;Museum De Javasche Bank
2;Ethan Ashley;Pantai Ancol
2;Ethan Ashley;Pantai Nglambor
3;Ethan Ashley;Glamping Lakeside Rancabali
4;Ethan Ashley;Desa Wisata Gamplong
4;Ethan Ashley;Pura Giri Natha
5;Ethan Ashley;Pantai Jogan
4;Ethan Ashley;Durian Gardens and Tourism Education Watu Simbar
3;Ethan Ashley;Roemah Seni Sarasvati
5;Ethan Ashley;Masjid Daarut Tauhiid Bandung
2;Ethan Ashley;Patung Buddha Empat Rupa
4;Ethan Ashley;Pantai Jungwok
3;Ethan Ashley;Klenteng Jin De Yuan
3;Ethan Ashley;Desa Wisata Kelor
3;Ethan Ashley;Pantai Samas
1;Ethan Ashley;Klenteng Sanggar Agung
1;Ethan Ashley;Air Terjun Kali Pancur
3;Ethan Ashley;Taman Barunawati
5;Ethan Ashley;Trans Studio Bandung
4;Ethan Ashley;Taman Cattleya
3;Ethan Ashley;Taman Menteng
1;Ethan Ashley;Umbul Sidomukti
3;Ethan Ashley;Hutan Kota Srengseng
1;Ethan Ashley;Hutan Pinus Asri
4;Ethan Ashley;Taman Flora Bratang Surabaya
5;Ethan Ashley;Taman Miniatur Kereta Api
4;Ethan Ashley;Monumen Jalesveva Jayamahe
5;Ethan Ashley;Bukit Gantole Cililin
3;Ethan Ashley;Desa Wisata Lembah Kalipancur
3;Ethan Ashley;Alun-Alun Kota Bandung
4;Ethan Ashley;Museum Barli
5;Ethan Ashley;Tugu Muda Semarang
4;Ethan Ashley;Jembatan Merah
2;Ethan Ashley;Desa Wisata Tembi
3;Ethan Ashley;Curug Cimahi
4;Ethan Ashley;Museum Nasional
4;Ethan Ashley;Freedom Library
2;Ethan Ashley;Ciwangun Indah Camp Official
3;Marissa Mcdonald;Taman Legenda Keong Emas
2;Marissa Mcdonald;Alive Museum Ancol
2;Marissa Mcdonald;Kampung Pelangi
1;Marissa Mcdonald;Taman Tabanas
2;Marissa Mcdonald;Water Blaster Bukit Candi Golf
3;Marissa Mcdonald;Goa Rong
2;Marissa Mcdonald;Kampung Wisata Sosro Menduran
4;Marissa Mcdonald;Kebun Binatang Surabaya
3;Marissa Mcdonald;Cibubur Garden Diary (Cibugary)
1;Marissa Mcdonald;Taman Lapangan Banteng
1;Marissa Mcdonald;Sumur Gumuling
1;Marissa Mcdonald;Tebing Breksi
1;Marissa Mcdonald;Hutan Wisata Tinjomoyo Semarang
1;Marissa Mcdonald;Kebun Teh Nglinggo
1;Marissa Mcdonald;Taman Kasmaran
4;Marissa Mcdonald;Kebun Tanaman Obat Sari Alam
5;Marissa Mcdonald;Alive Museum Ancol
2;Marissa Mcdonald;Pantai Krakal
5;Marissa Mcdonald;Puspa Iptek Sundial
1;Marissa Mcdonald;The Lost World Castle
1;Marissa Mcdonald;Monumen Perjuangan Rakyat Jawa Barat
3;Marissa Mcdonald;Candi Donotirto
1;Marissa Mcdonald;Tirto Argo Siwarak
2;Wilda Poole;Jakarta Aquarium dan Safari
1;Wilda Poole;Pantai Ngandong
2;Wilda Poole;Tirto Argo Siwarak
1;Wilda Poole;Pasar Beringharjo
5;Wilda Poole;Tugu Muda Semarang
1;Wilda Poole;Taman Kunang-Kunang
5;Wilda Poole;Pantai Ngandong
1;Wilda Poole;Jurang Tembelan Kanigoro
3;Wilda Poole;Museum Seni Rupa dan Kramik
2;Wilda Poole;Masjid Raya Bandung
4;Wilda Poole;Masjid Raya Bandung
5;Wilda Poole;Sumur Gumuling
5;Wilda Poole;Museum Macan (Modern and Contemporary Art in Nusantara)
1;Wilda Poole;Observatorium Bosscha
4;Wilda Poole;Tafso Barn
4;Wilda Poole;Wisata Kuliner Pecenongan
2;Wilda Poole;Bukit Bintang Yogyakarta
4;Wilda Poole;Watu Goyang
4;Wilda Poole;Curug Bugbrug
2;Wilda Poole;Desa Wisata Rumah Domes/Teletubbies
1;Wilda Poole;Pantai Parangtritis
2;Wilda Poole;Taman Bunga Cihideung
2;Wilda Poole;Kota Mini
5;Wilda Poole;Museum Sumpah Pemuda
1;Wilda Poole;Lembang Park & Zoo
1;Wilda Poole;Pintoe Langit Dahromo
2;Wilda Poole;Benteng Pendem
3;Wilda Poole;Monumen Serangan Umum 1 Maret
2;Wilda Poole;Museum Gunung Merapi
3;Wilda Poole;Sunrise Point Cukul
1;Wilda Poole;Taman Mini Indonesia Indah (TMII)
5;Wilda Poole;Kampoeng Tulip
3;Wilda Poole;Pulau Semak Daun
1;Wilda Poole;Air Terjun Kedung Pedut
2;Wilda Poole;Taman Ayodya
2;Wilda Poole;Taman Situ Lembang
4;Wilda Poole;Gua Belanda
2;Wilda Poole;De Mata Museum Jogja
1;Wilda Poole;Taman Lansia
4;Wilda Poole;Danau Rawa Pening
1;Wilda Poole;Pantai Indrayanti
4;Wilda Poole;Saloka Theme Park
2;Wilda Poole;Waduk Jatibarang
3;Wilda Poole;Desa Wisata Pulesari
1;Wilda Poole;Goa Rancang Kencono
2;Wilda Poole;Desa Wisata Kelor
5;Wilda Poole;Taman Budaya Yogyakarta
1;Wilda Poole;Taman Pintar Yogyakarta
1;Wilda Poole;Amazing Art World
3;Wilda Poole;Curug Luhur Waterfall
4;Concepcion Wallace;Kawasan Malioboro
4;Concepcion Wallace;Desa Wisata Lembah Kalipancur
2;Concepcion Wallace;Pantai Samas
5;Concepcion Wallace;Grand Maerakaca
2;Concepcion Wallace;The Escape Hunt
2;Concepcion Wallace;Taman Lalu Lintas Ade Irma Suryani Nasution
4;Concepcion Wallace;Patung Sura dan Buaya
4;Concepcion Wallace;Hutan Wisata Tinjomoyo Semarang
3;Concepcion Wallace;Taman Barunawati
5;Concepcion Wallace;Hutan Pinus Kayon
1;Concepcion Wallace;Museum Layang-layang
4;Concepcion Wallace;Museum Kesehatan Dr. Adhyatma
1;Concepcion Wallace;Museum Bahari Jakarta
2;Concepcion Wallace;Alun-alun Utara Keraton Yogyakarta
2;Concepcion Wallace;Curug Luhur Waterfall
4;Concepcion Wallace;Panghegar Waterboom Bandung
3;Concepcion Wallace;Kampung Batu Malakasari
5;Concepcion Wallace;Taman Situ Lembang
3;Concepcion Wallace;Gereja Katedral Santo Petrus Bandung
1;Concepcion Wallace;Pasar Beringharjo
3;Concepcion Wallace;Pantai Ngrawe (Mesra)
4;Concepcion Wallace;Kampoeng Djadhoel Semarang
2;Concepcion Wallace;Brown Canyon
1;Concepcion Wallace;Candi Donotirto
5;Concepcion Wallace;Pantai Ancol
3;Concepcion Wallace;Pantai Parangtritis
4;Concepcion Wallace;Amazing Art World
2;Concepcion Wallace;Jurang Tembelan Kanigoro
5;Concepcion Wallace;Situs Warungboto
5;Concepcion Wallace;Kebun Binatang Ragunan
1;Concepcion Wallace;Taman Hutan Tebet
5;Concepcion Wallace;Galeri Indonesia Kaya
1;Concepcion Wallace;Caringin Tilu
2;Concepcion Wallace;Umbul Sidomukti
1;Concepcion Wallace;Puncak Kebun Buah Mangunan
4;Concepcion Wallace;Desa Wisata Lembah Kalipancur
2;Vicki Rodriguez;Galaxy Waterpark Jogja
1;Vicki Rodriguez;Klenteng Sanggar Agung
1;Vicki Rodriguez;Museum Sri Baduga
1;Vicki Rodriguez;Taman Kupu-Kupu Cihanjuang
2;Vicki Rodriguez;Kiara Artha Park
3;Vicki Rodriguez;Amazing Art World
1;Vicki Rodriguez;Grand Maerakaca
5;Vicki Rodriguez;Blue Lagoon Jogja
3;Vicki Rodriguez;Balai Kota Surabaya
1;Vicki Rodriguez;Kebun Binatang Ragunan
5;Vicki Rodriguez;Monumen Yogya Kembali
4;Vicki Rodriguez;Goa Rancang Kencono
5;Vicki Rodriguez;Puncak Kebun Buah Mangunan
2;Vicki Rodriguez;Kampoeng Rawa
1;Vicki Rodriguez;Kebun Binatang Ragunan
1;Vicki Rodriguez;Taman Hutan Raya Ir. H. Juanda
2;Vicki Rodriguez;Taman Bunga Celosia
4;Vicki Rodriguez;Mountain View Golf Club
2;Vicki Rodriguez;Taman Suropati
4;Vicki Rodriguez;Museum TNI AL Loka Jala Crana
1;Vicki Rodriguez;Pantai Jogan
2;Vicki Rodriguez;Masjid Kapal Semarang
4;Vicki Rodriguez;Pantai Ancol
3;Vicki Rodriguez;Keraton Surabaya
3;Vicki Rodriguez;Wot Batu
1;Vicki Rodriguez;Surabaya North Quay
2;Vicki Rodriguez;Geoforest Watu Payung Turunan
2;Vicki Rodriguez;Taman Lapangan Banteng
5;Vicki Rodriguez;Galeri Indonesia Kaya
2;Vicki Rodriguez;SnowBay Waterpark
1;Franklin Escobar;Pantai Watu Kodok
3;Franklin Escobar;Puncak Segoro
1;Franklin Escobar;Taman Lansia
4;Franklin Escobar;Puncak Pinus Becici
1;Franklin Escobar;Food Junction Grand Pakuwon
2;Franklin Escobar;NuArt Sculpture Park
2;Franklin Escobar;Taman Menteng
3;Franklin Escobar;Pantai Congot
5;Franklin Escobar;Taman Agrowisata Cilangkap
4;Franklin Escobar;Bumi Perkemahan Batu Kuda
5;Franklin Escobar;Bukit Jamur
1;Franklin Escobar;Pantai Ngrawe (Mesra)
3;Franklin Escobar;Keraton Yogyakarta
2;Franklin Escobar;Gua Belanda
3;Franklin Escobar;Kebun Binatang Bandung
4;Franklin Escobar;Caringin Tilu
2;Franklin Escobar;Masjid Salman ITB
3;Franklin Escobar;Taman Ekspresi Dan Perpustakaan
5;Franklin Escobar;Pulau Bidadari
2;Franklin Escobar;Taman Bunga Cihideung
1;Franklin Escobar;Curug Dago
3;Franklin Escobar;Pantai Patihan
5;Franklin Escobar;Puncak Kebun Buah Mangunan
4;Franklin Escobar;Museum Sasmita Loka Ahmad Yani
5;Franklin Escobar;Museum Bank Indonesia
2;Franklin Escobar;Kawasan Wisata Sosrowijayan
3;Fidel Rivas;Kampung Wisata Kadipaten
4;Fidel Rivas;Taman Bunga Cihideung
4;Fidel Rivas;Taman Mundu
4;Fidel Rivas;Taman Situ Lembang
2;Fidel Rivas;Setu Babakan
1;Fidel Rivas;Klenteng Jin De Yuan
1;Fidel Rivas;NuArt Sculpture Park
1;Fidel Rivas;Hutan Pinus Kayon
4;Fidel Rivas;Pantai Ngrawe (Mesra)
2;Fidel Rivas;Kidzania
4;Fidel Rivas;Happyfarm Ciwidey
2;Fidel Rivas;Pantai Krakal
2;Fidel Rivas;Taman Suropati
5;Fidel Rivas;Green Village Gedangsari
2;Fidel Rivas;Puncak Pinus Becici
5;Fidel Rivas;Atlantis Land Surabaya
5;Fidel Rivas;Pantai Sedahan
3;Fidel Rivas;Pantai Jungwok
1;Fidel Rivas;Taman Impian Jaya Ancol
2;Fidel Rivas;Kenjeran Park
1;Fidel Rivas;Dunia Fantasi
5;Fidel Rivas;Taman Pelangi Yogyakarta
3;Fidel Rivas;Bukit Jamur
1;Fidel Rivas;Pantai Marina
5;Fidel Rivas;Kampung Wisata Kadipaten
4;Fidel Rivas;Monumen Selamat Datang
4;Fidel Rivas;Pantai Patihan
4;Fidel Rivas;Museum Nike Ardilla
1;Fidel Rivas;Studio Alam Gamplong
3;Fidel Rivas;Desa Wisata Tembi
3;Fidel Rivas;Taman Tabanas
2;Cristopher Meadows;Pantai Pok Tunggal
1;Cristopher Meadows;Wisata Kampung Krisan Clapar
2;Cristopher Meadows;De Mata Museum Jogja
4;Cristopher Meadows;Taman Lansia
4;Cristopher Meadows;Brown Canyon
1;Cristopher Meadows;Museum Perangko
5;Cristopher Meadows;Pantai Marina
3;Cristopher Meadows;Bukit Moko
1;Cristopher Meadows;Museum Nasional
2;Cristopher Meadows;Candi Gedong Songo
5;Cristopher Meadows;Selasar Sunaryo Art Space
1;Cristopher Meadows;Desa Wisata Rumah Domes/Teletubbies
2;Cristopher Meadows;Amazing Art World
3;Cristopher Meadows;Tirto Argo Siwarak
2;Cristopher Meadows;Pelabuhan Marina
1;Cristopher Meadows;Mall Thamrin City
4;Cristopher Meadows;Kampung Batik Gedong Semarang
5;Cristopher Meadows;Kampoeng Rawa
5;Cristopher Meadows;Air Terjun Kedung Pedut
3;Cristopher Meadows;Panghegar Waterboom Bandung
4;Cristopher Meadows;Sanghyang Heuleut
5;Cristopher Meadows;Taman Hutan Raya Ir. H. Djuanda
1;Cristopher Meadows;Atlantis Land Surabaya
4;Cristopher Meadows;Goa Pindul
4;Cristopher Meadows;Curug Batu Templek
3;Cristopher Meadows;Pintoe Langit Dahromo
2;Cristopher Meadows;Masjid Pusdai
2;Cristopher Meadows;Jogja Bay Pirates Adventure Waterpark
2;Cristopher Meadows;Gua Pawon
1;Cristopher Meadows;Jembatan Merah
5;Cristopher Meadows;Grand Maerakaca
2;Cristopher Meadows;Pantai Ngrawe (Mesra)
3;Cristopher Meadows;Sindu Kusuma Edupark (SKE)
4;Louis Liu;Grojogan Watu Purbo Bangunrejo
1;Louis Liu;Taman Pintar Yogyakarta
2;Louis Liu;GPIB Immanuel Semarang (Gereja Blenduk)
4;Louis Liu;Jembatan Merah
3;Louis Liu;Galeri Indonesia Kaya
4;Louis Liu;Taman Badak
5;Louis Liu;Pemandian Air Panas Cimanggu
3;Louis Liu;Kawah Rengganis Cibuni
5;Louis Liu;Kenjeran Park
3;Louis Liu;Monumen Bambu Runcing Surabaya
1;Louis Liu;Museum Kesehatan Dr. Adhyatma
3;Louis Liu;Museum Pos Indonesia
3;Louis Liu;Lereng Anteng Panoramic Coffee Place
1;Louis Liu;Keraton Yogyakarta
2;Louis Liu;Taman Bungkul
4;Louis Liu;GPIB Immanuel Semarang (Gereja Blenduk)
4;Louis Liu;Museum Basoeki Abdullah
2;Louis Liu;Lava Bantal
3;Louis Liu;Tugu Proklamasi
4;Louis Liu;Margasatwa Muara Angke
4;Louis Liu;Observatorium Bosscha
2;Louis Liu;Wisata Kampung Krisan Clapar
2;Louis Liu;Roemah Seni Sarasvati
3;Louis Liu;Hutan Kota Srengseng
1;Louis Liu;Saloka Theme Park
2;Louis Liu;Kyotoku Floating Market
1;Louis Liu;Pantai Kesirat
5;Louis Liu;Masjid Istiqlal
2;Louis Liu;Tirto Argo Siwarak
2;Louis Liu;Hutan Mangrove Kulon Progo
5;Louis Liu;Museum Mpu Tantular
2;Louis Liu;Mall Thamrin City
5;Louis Liu;Puncak Kebun Buah Mangunan
5;Louis Liu;Pesona Nirwana Waterpark & Cottages
3;Louis Liu;Pulau Bidadari
2;Louis Liu;Tafso Barn
1;Saundra Deleon;Monumen Bandung Lautan Api
1;Saundra Deleon;Kawah Putih
2;Saundra Deleon;Gua Belanda
2;Saundra Deleon;Pulau Tidung
1;Saundra Deleon;Candi Ijo
2;Saundra Deleon;The Lodge Maribaya
3;Saundra Deleon;Gedung Agung Yogyakarta
4;Saundra Deleon;Pantai Siung
4;Saundra Deleon;Taman Pandanaran
4;Saundra Deleon;Old City 3D Trick Art Museum
3;Saundra Deleon;Museum Sumpah Pemuda
5;Saundra Deleon;Museum Bahari Jakarta
5;Saundra Deleon;Air Terjun Kedung Pedut
1;Saundra Deleon;Air Terjun Semirang
3;Saundra Deleon;Semarang Chinatown
5;Saundra Deleon;Taman Kasmaran
4;Saundra Deleon;Museum Wayang
2;Saundra Deleon;Lawang Sewu
3;Saundra Deleon;Pantai Glagah
1;Saundra Deleon;Kebun Bibit Wonorejo
5;Saundra Deleon;Kampung Wisata Sosro Menduran
5;Saundra Deleon;Pantai Ancol
2;Saundra Deleon;Kebun Binatang Surabaya
1;Saundra Deleon;Monumen Bambu Runcing Surabaya
2;Saundra Deleon;Museum Kesehatan Dr. Adhyatma
1;Saundra Deleon;Kenjeran Park
5;Saundra Deleon;Wisata Agro Edukatif Istana Susu Cibugary
2;Saundra Deleon;Pasar Beringharjo
1;Saundra Deleon;Brown Canyon
1;Saundra Deleon;Kebun Tanaman Obat Sari Alam
5;Saundra Deleon;Rumah Sipitung
2;Saundra Deleon;Kampung Wisata Kadipaten
5;Saundra Deleon;Pantai Depok Jogja
3;Saundra Deleon;The World Landmarks - Merapi Park Yogyakarta
5;Saundra Deleon;Wisata Kuliner Pecenongan
3;Saundra Deleon;Alun Alun Selatan Yogyakarta
1;Saundra Deleon;Taman Kasmaran
5;Saundra Deleon;Blue Lagoon Jogja
3;Saundra Deleon;Kampoeng Rawa
4;Saundra Deleon;Hutan Bambu Keputih
1;Houston Pruitt;Museum Sumpah Pemuda
2;Houston Pruitt;Sumur Gumuling
1;Houston Pruitt;Gereja Perawan Maria Tak Berdosa Surabaya
1;Houston Pruitt;Taman Flora Bratang Surabaya
4;Houston Pruitt;Desa Wisata Gamplong
3;Houston Pruitt;Air Terjun Kali Pancur
2;Houston Pruitt;Ciputra Waterpark
2;Houston Pruitt;Kebun Teh Nglinggo
4;Houston Pruitt;Pantai Pok Tunggal
3;Houston Pruitt;Curug Bugbrug
5;Houston Pruitt;Gereja Perawan Maria Tak Berdosa Surabaya
5;Houston Pruitt;Candi Prambanan
1;Houston Pruitt;Taman Tabanas
2;Houston Pruitt;Tebing Karaton
4;Houston Pruitt;Pantai Ngrawe (Mesra)
5;Houston Pruitt;Pantai Sadranan
2;Houston Pruitt;Pantai Kukup
1;Houston Pruitt;Ciputra Waterpark
5;Houston Pruitt;Kampoeng Djadhoel Semarang
2;Houston Pruitt;Goa Cerme
3;Houston Pruitt;Taman Sejarah Bandung
2;Houston Pruitt;Monumen Serangan Umum 1 Maret
3;Houston Pruitt;Museum Mandala Wangsit Siliwangi
5;Houston Pruitt;Masjid Muhammad Cheng Hoo
2;Houston Pruitt;Pantai Ria Kenjeran
1;Houston Pruitt;Kampung Batu Malakasari
5;Houston Pruitt;Hutan Kota Srengseng
1;Suzanne Bird;Desa Wisata Lembah Kalipancur
2;Suzanne Bird;Monumen Perjuangan Rakyat Jawa Barat
2;Suzanne Bird;Puncak Pinus Becici
5;Suzanne Bird;Hutan Pinus Pengger
4;Suzanne Bird;Freedom Library
4;Suzanne Bird;Taman Miniatur Kereta Api
2;Suzanne Bird;Taman Buah Surabaya
3;Suzanne Bird;Happyfarm Ciwidey
5;Suzanne Bird;Dunia Fantasi
5;Suzanne Bird;Watu Gunung Ungaran
4;Suzanne Bird;Hutan Pinus Pengger
5;Suzanne Bird;Museum Konferensi Asia Afrika
4;Suzanne Bird;Monumen Perjuangan Rakyat Jawa Barat
4;Suzanne Bird;Taman Air Mancur Menari Kenjeran
4;Suzanne Bird;Kampung Tematik Jawi
5;Suzanne Bird;Masjid Agung Trans Studio Bandung
4;Suzanne Bird;Bukit Panguk Kediwung
4;Suzanne Bird;Dunia Fantasi
3;Suzanne Bird;Gereja Katedral
5;Suzanne Bird;Wisata Alam Wana Wisata Penggaron
3;Suzanne Bird;Kampoeng Tulip
1;Suzanne Bird;Food Junction Grand Pakuwon
2;Suzanne Bird;Taman Hutan Raya Ir. H. Djuanda
1;Suzanne Bird;Grand Maerakaca
5;Suzanne Bird;Air Terjun Semirang
